name,address,size_bytes,decompiled_lines,status
SSL_get_sigalgs,004b00e0,311,80,ok
SSL_get_shared_sigalgs,004b0250,194,44,ok
SSL_get0_sigalg,004b0320,188,59,ok
SSL_get0_shared_sigalg,004b0400,129,33,ok
tls1_set_sigalgs_list,004b0490,312,46,ok
tls1_set_raw_sigalgs,004b05d0,164,29,ok
tls1_set_sigalgs,004b0680,292,46,ok
tls1_check_chain,004b07c0,3263,462,ok
tls1_set_cert_validity,004b1510,179,17,ok
SSL_check_chain,004b15d0,98,25,ok
ssl_get_auto_dh,004b1650,436,79,ok
ssl_security_cert,004b1820,407,71,ok
ssl_security_cert_chain,004b19d0,587,93,ok
tls_choose_sigalg,004b1c40,1883,288,ok
SSL_CTX_set_tlsext_max_fragment_length,004b2400,78,15,ok
SSL_set_tlsext_max_fragment_length,004b2460,149,37,ok
SSL_SESSION_get_max_fragment_length,004b2510,15,14,ok
ssl_hmac_new,004b2520,185,41,ok
tls_decrypt_ticket,004b25f0,2674,366,ok
tls_get_ticket_from_client,004b30b0,142,27,ok
ssl_hmac_free,004b3150,47,14,ok
ssl_hmac_get0_EVP_MAC_CTX,004b3190,4,8,ok
ssl_hmac_init,004b31a0,189,58,ok
ssl_hmac_update,004b3260,31,18,ok
ssl_hmac_final,004b3290,31,18,ok
ssl_hmac_size,004b32c0,31,18,ok
ssl_get_EC_curve_nid,004b32f0,48,16,ok
tls13_set_encoded_pub_key,004b3330,109,24,ok
ssl_print_random.constprop.0,004b33b0,254,35,ok
ssl_print_hexbuf,004b34c0,242,47,ok
ssl_print_signature.constprop.0,004b35c0,383,68,ok
ssl_print_extensions,004b3750,3883,515,ok
SSL_trace,004b46b0,12401,1466,ok
tls13_hkdf_expand_ex,004b7770,930,175,ok
derive_secret_key_and_iv,004b7b20,946,113,ok
tls13_hkdf_expand,004b7f00,157,21,ok
tls13_derive_key,004b7fb0,139,20,ok
tls13_derive_iv,004b8040,139,20,ok
tls13_derive_finishedkey,004b80d0,139,21,ok
tls13_generate_secret,004b8160,804,144,ok
tls13_generate_handshake_secret,004b84a0,53,12,ok
tls13_generate_master_secret,004b84e0,138,24,ok
tls13_final_finish_mac,004b8570,614,94,ok
tls13_setup_key_block,004b87f0,193,32,ok
tls13_store_handshake_traffic_hash,004b88c0,61,17,ok
tls13_store_server_finished_hash,004b8900,61,17,ok
tls13_change_cipher_state,004b8940,3502,362,ok
tls13_update_key,004b9770,503,66,ok
tls13_alert_code,004b9980,18,14,ok
tls13_export_keying_material,004b99a0,428,62,ok
tls13_export_keying_material_early,004b9b50,471,67,ok
ssl_hmac_old_new,004b9d30,24,12,ok
ssl_hmac_old_free,004b9d50,9,9,ok
ssl_hmac_old_init,004b9d60,46,12,ok
ssl_hmac_old_update,004b9d90,9,9,ok
ssl_hmac_old_final,004b9da0,59,18,ok
ssl_hmac_old_size,004b9de0,9,9,ok
ssl_hmac_get0_HMAC_CTX,004b9df0,5,8,ok
ssl_dh_to_pkey,004b9e00,67,19,ok
ssl_set_tmp_ecdh_groups,004b9e50,180,28,ok
SSL_CTX_set_tmp_dh_callback,004b9f10,13,9,ok
SSL_set_tmp_dh_callback,004b9f20,13,9,ok
ssl_ctx_srp_ctx_free_intern.part.0,004b9f30,225,32,ok
ssl_srp_ctx_free_intern.part.0,004ba020,225,32,ok
ssl_ctx_srp_ctx_free_intern,004ba110,27,12,ok
SSL_CTX_SRP_CTX_free,004ba140,27,12,ok
ssl_srp_ctx_free_intern,004ba170,27,12,ok
SSL_SRP_CTX_free,004ba1a0,57,20,ok
ssl_srp_ctx_init_intern,004ba1f0,866,135,ok
SSL_SRP_CTX_init,004ba570,43,19,ok
ssl_ctx_srp_ctx_init_intern,004ba5b0,74,25,ok
SSL_CTX_SRP_CTX_init,004ba600,74,25,ok
ssl_srp_server_param_with_username_intern,004ba650,295,42,ok
SSL_srp_server_param_with_username,004ba780,340,50,ok
SSL_set_srp_server_param_pw,004ba8e0,253,41,ok
SSL_set_srp_server_param,004baa00,601,87,ok
srp_generate_server_master_secret,004bac80,333,54,ok
srp_generate_client_master_secret,004bade0,683,93,ok
srp_verify_server_param,004bb0a0,336,48,ok
ssl_srp_calc_a_param_intern,004bb210,128,25,ok
SRP_Calc_A_param,004bb290,172,28,ok
SSL_get_srp_g,004bb350,67,26,ok
SSL_get_srp_N,004bb3a0,67,26,ok
SSL_get_srp_username,004bb3f0,67,26,ok
SSL_get_srp_userinfo,004bb440,67,26,ok
SSL_CTX_set_srp_username,004bb490,24,9,ok
SSL_CTX_set_srp_password,004bb4b0,24,9,ok
SSL_CTX_set_srp_strength,004bb4d0,24,9,ok
SSL_CTX_set_srp_verify_param_callback,004bb4f0,22,9,ok
SSL_CTX_set_srp_cb_arg,004bb510,24,9,ok
SSL_CTX_set_srp_username_callback,004bb530,22,9,ok
SSL_CTX_set_srp_client_pwd_callback,004bb550,22,9,ok
lh_QUIC_TOKEN_hfn_thunk,004bb580,2,11,ok
lh_QUIC_TOKEN_cfn_thunk,004bb590,2,11,ok
lh_QUIC_TOKEN_doall_thunk,004bb5a0,2,11,ok
lh_QUIC_TOKEN_doall_arg_thunk,004bb5b0,2,12,ok
quic_shutdown_peer_wait,004bb5c0,12,9,ok
quic_shutdown_wait,004bb5d0,12,9,ok
quic_validate_for_write,004bb5e0,184,42,ok
xso_sstream_append,004bb6b0,212,40,ok
quic_token_cmp,004bb790,29,14,ok
quic_token_hash,004bb7c0,13,9,ok
quic_accept_connection_wait,004bb7d0,40,15,ok
quic_raise_non_normal_error.constprop.0,004bb810,182,45,ok
free_this_token,004bb8d0,29,16,ok
quic_shutdown_flush_wait,004bb900,86,22,ok
create_xso_from_stream,004bb960,360,53,ok
alloc_port_user_ssl,004bbae0,346,49,ok
quic_new_stream_wait,004bbc50,95,23,ok
quic_handshake_wait,004bbcc0,132,22,ok
quic_write_again,004bbd50,303,51,ok
quic_raise_non_normal_error.constprop.1,004bbe90,286,60,ok
wait_for_incoming_stream,004bbfc0,144,27,ok
quic_wait_for_stream,004bc060,199,35,ok
qc_get_stream_write_buf_stat,004bc140,195,38,ok
quic_conn_stream_new.isra.0,004bc220,571,93,ok
quic_read_actual,004bc480,699,119,ok
quic_read_again,004bc770,839,135,ok
qc_wait_for_default_xso_for_read,004bcb00,871,142,ok
quic_do_handshake,004bcea0,1357,174,ok
expect_quic_as,004bd430,1301,228,ok
ossl_quic_new,004bd990,1088,137,ok
ossl_quic_free,004bddf0,660,117,ok
ossl_quic_init,004be0b0,76,17,ok
ossl_quic_deinit,004be100,1,8,ok
ossl_quic_reset,004be110,76,17,ok
ossl_quic_clear,004be160,76,17,ok
ossl_quic_set_override_now_cb,004be1b0,63,15,ok
ossl_quic_conn_force_assist_thread_wake,004be1f0,22,11,ok
ossl_quic_set_options,004be210,259,48,ok
ossl_quic_clear_options,004be320,270,49,ok
ossl_quic_get_options,004be440,227,49,ok
ossl_quic_conn_set0_net_rbio,004be530,117,28,ok
ossl_quic_conn_set0_net_wbio,004be5b0,117,28,ok
ossl_quic_conn_get_net_rbio,004be630,45,17,ok
ossl_quic_conn_get_net_wbio,004be670,45,17,ok
ossl_quic_conn_get_blocking_mode,004be6b0,41,17,ok
ossl_quic_conn_set_blocking_mode,004be6e0,171,37,ok
ossl_quic_conn_set_initial_peer_addr,004be7a0,140,27,ok
ossl_quic_handle_events,004be840,55,17,ok
ossl_quic_get_event_timeout,004be880,227,58,ok
ossl_quic_get_rpoll_descriptor,004be980,125,24,ok
ossl_quic_get_wpoll_descriptor,004bea10,125,24,ok
ossl_quic_get_net_read_desired,004beaa0,53,18,ok
ossl_quic_get_net_write_desired,004beae0,53,18,ok
ossl_quic_conn_shutdown,004beb20,954,171,ok
ossl_quic_ctrl,004bef60,816,145,ok
ossl_quic_set_connect_state,004bf2c0,123,29,ok
ossl_quic_set_accept_state,004bf350,123,29,ok
ossl_quic_do_handshake,004bf3e0,111,31,ok
ossl_quic_connect,004bf460,223,46,ok
ossl_quic_accept,004bf560,223,46,ok
ossl_quic_conn_stream_new,004bf660,48,17,ok
ossl_quic_get_error,004bf690,97,29,ok
ossl_quic_want,004bf700,86,28,ok
ossl_quic_write_flags,004bf760,2731,315,ok
ossl_quic_write,004c0290,10,9,ok
ossl_quic_read,004c02a0,765,133,ok
ossl_quic_peek,004c05e0,771,133,ok
ossl_quic_pending,004c0920,259,42,ok
ossl_quic_has_pending,004c0a40,330,57,ok
ossl_quic_conn_stream_conclude,004c0ba0,402,63,ok
SSL_inject_net_dgram,004c0d60,144,25,ok
ossl_quic_get0_connection,004c0e00,38,16,ok
ossl_quic_get0_listener,004c0e30,38,16,ok
ossl_quic_get0_domain,004c0e60,38,16,ok
ossl_quic_get_domain_flags,004c0e90,47,15,ok
ossl_quic_get_stream_type,004c0ec0,125,34,ok
ossl_quic_get_stream_id,004c0f40,51,18,ok
ossl_quic_is_stream_local,004c0f80,75,19,ok
ossl_quic_set_default_stream_mode,004c0fd0,152,29,ok
ossl_quic_detach_stream,004c1080,308,56,ok
ossl_quic_attach_stream,004c11d0,294,45,ok
ossl_quic_set_incoming_stream_policy,004c1310,213,42,ok
ossl_quic_get_value_uint,004c13f0,749,116,ok
ossl_quic_set_value_uint,004c1730,512,67,ok
ossl_quic_accept_stream,004c1960,588,86,ok
ossl_quic_get_accept_stream_queue_len,004c1bd0,57,19,ok
ossl_quic_stream_reset,004c1c10,333,68,ok
ossl_quic_get_stream_read_state,004c1d80,187,38,ok
ossl_quic_get_stream_write_state,004c1e60,182,38,ok
ossl_quic_get_stream_read_error_code,004c1f40,213,47,ok
ossl_quic_get_stream_write_error_code,004c2020,225,47,ok
ossl_quic_set_write_buffer_size,004c2110,189,34,ok
ossl_quic_get_conn_close_info,004c21e0,126,43,ok
ossl_quic_key_update,004c2270,144,28,ok
ossl_quic_get_key_update_type,004c2310,6,8,ok
ossl_quic_new_listener,004c2320,453,66,ok
ossl_quic_new_listener_from,004c2500,394,61,ok
ossl_quic_listen,004c2690,140,33,ok
ossl_quic_peeloff_conn,004c2730,564,97,ok
ossl_quic_accept_connection,004c2980,659,125,ok
ossl_quic_new_token_store,004c2c40,188,34,ok
ossl_quic_new_from_listener,004c2d10,874,118,ok
ossl_quic_free_token_store,004c30b0,78,22,ok
ossl_quic_set_peer_token,004c3110,411,60,ok
ossl_quic_get_peer_token,004c32c0,343,60,ok
ossl_quic_free_peer_token,004c3420,29,16,ok
ossl_quic_get_accept_connection_queue_len,004c3450,49,19,ok
ossl_quic_get_peer_addr,004c3490,58,18,ok
ossl_quic_new_domain,004c34e0,329,51,ok
ossl_quic_ctx_ctrl,004c3640,5,360,ok
ossl_quic_callback_ctrl,004c3650,128,26,ok
ossl_quic_ctx_callback_ctrl,004c36e0,5,39,ok
ossl_quic_renegotiate_check,004c36f0,3,8,ok
ossl_quic_get_cipher_by_char,004c3700,29,14,ok
ossl_quic_num_ciphers,004c3720,3,8,ok
ossl_quic_get_cipher,004c3730,3,8,ok
ossl_quic_get_shutdown,004c3740,88,24,ok
ossl_quic_conn_poll_events,004c37a0,1324,170,ok
ossl_quic_get_notifier_fd,004c3d20,61,21,ok
ossl_quic_enter_blocking_section,004c3d70,60,18,ok
ossl_quic_leave_blocking_section,004c3db0,60,18,ok
ossl_quic_conn_get_channel,004c3df0,45,16,ok
ossl_quic_set_diag_title,004c3e30,95,19,ok
OSSL_QUIC_method,004c3e90,8,8,ok
OSSL_QUIC_client_method,004c3ea0,8,8,ok
OSSL_QUIC_client_thread_method,004c3eb0,8,8,ok
OSSL_QUIC_server_method,004c3ec0,8,8,ok
ossl_quic_obj_init,004c3ee0,266,54,ok
ossl_quic_obj_get0_handshake_layer,004c4000,30,15,ok
ossl_quic_obj_can_support_blocking,004c4020,78,22,ok
ossl_quic_obj_desires_blocking,004c4080,37,17,ok
ossl_quic_obj_blocking,004c40b0,120,37,ok
ossl_quic_obj_set_blocking_mode,004c4130,24,9,ok
marshal_validation_token,004c4150,324,42,ok
encrypt_validation_token,004c42b0,271,37,ok
get_time,004c43d0,8,9,ok
port_send_retry,004c43e0,1069,191,ok
port_default_packet_handler,004c4820,4511,612,ok
ossl_quic_port_new,004c59d0,957,134,ok
ossl_quic_port_free,004c5db0,247,47,ok
ossl_quic_port_is_running,004c5ed0,13,8,ok
ossl_quic_port_get0_engine,004c5ee0,4,8,ok
ossl_quic_port_get0_reactor,004c5ef0,8,9,ok
ossl_quic_port_get0_demux,004c5f00,5,8,ok
ossl_quic_port_get0_mutex,004c5f10,8,9,ok
ossl_quic_port_get_time,004c5f20,8,9,ok
ossl_quic_port_get_rx_short_dcid_len,004c5f30,8,8,ok
ossl_quic_port_get_tx_init_dcid_len,004c5f40,8,8,ok
ossl_quic_port_get_num_incoming_channels,004c5f50,5,8,ok
ossl_quic_port_get_net_rbio,004c5f60,5,8,ok
ossl_quic_port_get_net_wbio,004c5f70,5,8,ok
ossl_quic_port_update_poll_descriptors,004c5f80,306,50,ok
ossl_quic_port_is_addressed_r,004c60c0,14,8,ok
ossl_quic_port_is_addressed_w,004c60d0,14,8,ok
ossl_quic_port_is_addressed,004c60e0,26,14,ok
ossl_quic_port_set_net_rbio,004c6100,353,57,ok
ossl_quic_port_set_net_wbio,004c6270,338,51,ok
ossl_quic_port_get_channel_ctx,004c63d0,5,8,ok
ossl_quic_port_create_outgoing,004c63e0,639,120,ok
ossl_quic_port_create_incoming,004c6670,659,124,ok
ossl_quic_port_pop_incoming,004c6920,74,30,ok
ossl_quic_port_have_incoming,004c6970,11,8,ok
ossl_quic_port_drop_incoming,004c6980,192,60,ok
ossl_quic_port_set_allow_incoming,004c6a50,28,9,ok
ossl_quic_port_test_and_set_peeloff,004c6a70,36,16,ok
ossl_quic_port_subtick,004c6aa0,401,59,ok
ossl_quic_port_raise_net_error,004c6c40,183,36,ok
ossl_quic_port_restore_err_state,004c6d00,22,10,ok
ossl_quic_reactor_init,004c6d20,139,38,ok
ossl_quic_reactor_cleanup,004c6dc0,41,17,ok
ossl_quic_reactor_set_poll_r,004c6e00,62,27,ok
ossl_quic_reactor_set_poll_w,004c6e50,64,27,ok
ossl_quic_reactor_get_poll_r,004c6ea0,4,8,ok
ossl_quic_reactor_get_poll_w,004c6eb0,5,8,ok
ossl_quic_reactor_can_support_poll_descriptor,004c6ec0,9,8,ok
ossl_quic_reactor_can_poll_r,004c6ed0,11,8,ok
ossl_quic_reactor_can_poll_w,004c6ee0,11,8,ok
ossl_quic_reactor_net_read_desired,004c6ef0,8,8,ok
ossl_quic_reactor_net_write_desired,004c6f00,10,8,ok
ossl_quic_reactor_get_tick_deadline,004c6f10,5,8,ok
ossl_quic_reactor_tick,004c6f20,147,26,ok
ossl_quic_reactor_get0_notifier,004c6fc0,15,14,ok
ossl_quic_reactor_block_until_pred,004c6fd0,1014,200,ok
ossl_quic_reactor_enter_blocking_section,004c7400,6,9,ok
ossl_quic_reactor_leave_blocking_section,004c7410,84,24,ok
ossl_quic_reactor_wait_ctx_init,004c7470,16,10,ok
ossl_quic_reactor_wait_ctx_enter,004c7480,159,43,ok
ossl_quic_reactor_wait_ctx_leave,004c7540,48,28,ok
ossl_quic_reactor_wait_ctx_cleanup,004c7580,63,17,ok
qrx_decrypt_pkt_body.constprop.0,004c75c0,640,86,ok
qrx_requeue_deferred,004c7860,135,52,ok
qrx_resize_rxe,004c78f0,413,96,ok
ossl_qrx_new,004c7ab0,109,54,ok
ossl_qrx_update_pn_space,004c7b30,30,20,ok
ossl_qrx_free,004c7b50,648,179,ok
ossl_qrx_inject_urxe,004c7e10,120,31,ok
ossl_qrx_inject_pkt,004c7ea0,64,28,ok
ossl_qrx_validate_initial_packet,004c7ef0,1403,301,ok
ossl_qrx_provide_secret,004c8490,85,23,ok
ossl_qrx_discard_enc_level,004c8500,34,12,ok
ossl_qrx_processed_read_pending,004c8530,14,8,ok
ossl_qrx_unprocessed_read_pending,004c8540,23,14,ok
ossl_qrx_read_pkt,004c8560,3571,702,ok
ossl_qrx_pkt_release,004c93c0,79,34,ok
ossl_qrx_pkt_orphan,004c9420,11,11,ok
ossl_qrx_pkt_up_ref,004c9430,6,9,ok
ossl_qrx_get_bytes_received,004c9440,23,14,ok
ossl_qrx_set_late_validation_cb,004c9460,20,10,ok
ossl_qrx_set_key_update_cb,004c9480,20,10,ok
ossl_qrx_get_key_epoch,004c94a0,52,14,ok
ossl_qrx_key_update_timeout,004c94e0,114,26,ok
ossl_qrx_get_cur_forged_pkt_count,004c9560,8,8,ok
ossl_qrx_get_max_forged_pkt_count,004c9570,50,16,ok
ossl_qrx_allow_1rtt_processing,004c95b0,22,13,ok
ossl_qrx_set_msg_callback,004c95d0,15,10,ok
ossl_qrx_set_msg_callback_arg,004c95e0,8,9,ok
ossl_qrx_get_short_hdr_conn_id_len,004c95f0,5,8,ok
el_build_keyslot,004c9600,721,97,ok
el_setup_keyslot.constprop.0,004c98f0,235,31,ok
ossl_qrl_enc_level_set_get,004c99f0,49,20,ok
ossl_qrl_enc_level_set_have_el,004c9a30,50,19,ok
ossl_qrl_enc_level_set_has_keyslot,004c9a70,83,19,ok
ossl_qrl_enc_level_set_key_update,004c9ae0,528,65,ok
ossl_qrl_enc_level_set_key_update_done,004c9d00,153,27,ok
ossl_qrl_enc_level_set_key_cooldown_done,004c9da0,473,66,ok
ossl_qrl_enc_level_set_discard,004c9f90,210,40,ok
ossl_qrl_enc_level_set_provide_secret,004ca080,1571,166,ok
ossl_qtx_new,004ca6e0,97,34,ok
ossl_qtx_free,004ca750,193,36,ok
ossl_qtx_set_mutator,004ca820,22,11,ok
ossl_qtx_set_qlog_cb,004ca840,15,10,ok
ossl_qtx_provide_secret,004ca850,55,18,ok
ossl_qtx_discard_enc_level,004ca890,31,12,ok
ossl_qtx_is_enc_level_provisioned,004ca8c0,32,11,ok
ossl_qtx_calculate_ciphertext_payload_len,004ca8e0,77,20,ok
ossl_qtx_calculate_plaintext_payload_len,004ca930,80,22,ok
ossl_qtx_finish_dgram,004ca990,213,50,ok
ossl_qtx_write_pkt,004caa80,3170,479,ok
ossl_qtx_flush_net,004cb740,669,125,ok
ossl_qtx_pop_net,004cb9f0,321,68,ok
ossl_qtx_set_bio,004cbb40,8,9,ok
ossl_qtx_set_mdpl,004cbb50,24,11,ok
ossl_qtx_get_mdpl,004cbb70,8,8,ok
ossl_qtx_get_queue_len_datagrams,004cbb80,8,8,ok
ossl_qtx_get_queue_len_bytes,004cbb90,8,8,ok
ossl_qtx_get_cur_dgram_len_bytes,004cbba0,19,14,ok
ossl_qtx_get_unflushed_pkt_count,004cbbc0,8,8,ok
ossl_qtx_trigger_key_update,004cbbd0,14,9,ok
ossl_qtx_get_cur_epoch_pkt_count,004cbbe0,44,14,ok
ossl_qtx_get_max_epoch_pkt_count,004cbc10,47,16,ok
ossl_qtx_set_msg_callback,004cbc50,15,10,ok
ossl_qtx_set_msg_callback_arg,004cbc60,8,9,ok
ossl_qtx_get_key_epoch,004cbc70,44,14,ok
ossl_quic_hkdf_extract,004cbca0,558,136,ok
ossl_quic_provide_initial_secret,004cbee0,789,99,ok
ossl_qrl_get_suite_cipher_name,004cc220,44,15,ok
ossl_qrl_get_suite_md_name,004cc250,35,14,ok
ossl_qrl_get_suite_secret_len,004cc280,25,14,ok
ossl_qrl_get_suite_cipher_key_len,004cc2a0,25,14,ok
ossl_qrl_get_suite_cipher_iv_len,004cc2c0,12,8,ok
ossl_qrl_get_suite_cipher_tag_len,004cc2d0,15,8,ok
ossl_qrl_get_suite_hdr_prot_cipher_id,004cc2e0,21,11,ok
ossl_qrl_get_suite_hdr_prot_key_len,004cc300,25,14,ok
ossl_qrl_get_suite_max_pkt,004cc320,42,15,ok
ossl_qrl_get_suite_max_forged_pkt,004cc350,55,15,ok
write_at_ring_buf_cb,004cc390,219,49,ok
read_internal,004cc480,670,120,ok
ossl_quic_rstream_new,004cc730,702,112,ok
ossl_quic_rstream_free,004cca00,113,25,ok
ossl_quic_rstream_queue_data,004cca90,113,29,ok
ossl_quic_rstream_read,004ccb10,132,28,ok
ossl_quic_rstream_peek,004ccba0,8,9,ok
ossl_quic_rstream_available,004ccbb0,122,23,ok
ossl_quic_rstream_get_record,004ccc40,241,55,ok
ossl_quic_rstream_release_record,004ccd40,311,74,ok
ossl_quic_rstream_move_to_rbuf,004cce90,33,14,ok
ossl_quic_rstream_resize_rbuf,004ccec0,670,121,ok
ossl_quic_rstream_set_cleanse,004cd170,4,9,ok
ossl_sframe_list_init,004cd180,16,11,ok
ossl_sframe_list_destroy,004cd190,111,22,ok
ossl_sframe_list_insert,004cd200,849,178,ok
ossl_sframe_list_peek,004cd580,175,57,ok
ossl_sframe_list_drop_frames,004cd640,235,47,ok
ossl_sframe_list_lock_head,004cd750,135,48,ok
ossl_sframe_list_is_head_locked,004cd7f0,4,8,ok
ossl_sframe_list_move_data,004cd800,411,100,ok
lh_SRTM_ITEM_hfn_thunk,004cd9c0,2,11,ok
lh_SRTM_ITEM_cfn_thunk,004cd9d0,2,11,ok
lh_SRTM_ITEM_doall_thunk,004cd9e0,2,11,ok
lh_SRTM_ITEM_doall_arg_thunk,004cd9f0,2,11,ok
items_fwd_hash,004cda00,5,8,ok
items_fwd_cmp,004cda10,15,8,ok
items_rev_hash,004cda20,5,8,ok
items_rev_cmp,004cda30,18,9,ok
srtm_free_each,004cda50,77,18,ok
ossl_quic_srtm_new,004cdaa0,400,63,ok
ossl_quic_srtm_free,004cdc40,78,18,ok
ossl_quic_srtm_add,004cdca0,568,112,ok
ossl_quic_srtm_remove,004cdf00,293,72,ok
ossl_quic_srtm_cull,004ce040,375,76,ok
ossl_quic_srtm_lookup,004ce1d0,199,43,ok
ossl_quic_srtm_check,004ce2b0,1,8,ok
ossl_quic_sstream_new,004ce2c0,709,116,ok
ossl_quic_sstream_free,004ce590,113,22,ok
ossl_quic_sstream_get_stream_frame,004ce620,388,101,ok
ossl_quic_sstream_has_pending,004ce7c0,170,60,ok
ossl_quic_sstream_get_cur_size,004ce890,5,8,ok
ossl_quic_sstream_mark_transmitted,004ce8a0,38,15,ok
ossl_quic_sstream_mark_transmitted_fin,004ce8d0,33,12,ok
ossl_quic_sstream_mark_lost,004ce900,38,15,ok
ossl_quic_sstream_mark_lost_fin,004ce930,24,14,ok
ossl_quic_sstream_mark_acked,004ce950,222,54,ok
ossl_quic_sstream_mark_acked_fin,004cea40,24,14,ok
ossl_quic_sstream_fin,004cea60,15,11,ok
ossl_quic_sstream_get_final_size,004cea70,27,14,ok
ossl_quic_sstream_append,004ceaa0,445,111,ok
ossl_quic_sstream_set_buffer_size,004cec60,675,117,ok
ossl_quic_sstream_get_buffer_size,004cef20,5,8,ok
ossl_quic_sstream_get_buffer_used,004cef30,9,8,ok
ossl_quic_sstream_get_buffer_avail,004cef40,13,8,ok
ossl_quic_sstream_is_totally_acked,004cef50,70,18,ok
ossl_quic_sstream_adjust_iov,004cefa0,71,33,ok
ossl_quic_sstream_set_cleanse,004cf000,24,9,ok
ossl_statm_update_rtt,004cf020,238,76,ok
ossl_statm_init,004cf120,33,31,ok
ossl_statm_destroy,004cf150,1,8,ok
ossl_statm_get_rtt_info,004cf160,31,12,ok
lh_QUIC_STREAM_hfn_thunk,004cf180,2,11,ok
lh_QUIC_STREAM_cfn_thunk,004cf190,2,11,ok
lh_QUIC_STREAM_doall_thunk,004cf1a0,2,11,ok
lh_QUIC_STREAM_doall_arg_thunk,004cf1b0,2,12,ok
hash_stream,004cf1c0,5,8,ok
cmp_stream,004cf1d0,27,14,ok
begin_shutdown_flush_each,004cf1f0,69,18,ok
release_each,004cf240,176,41,ok
ossl_quic_stream_map_init,004cf300,254,49,ok
ossl_quic_stream_map_cleanup,004cf410,54,14,ok
ossl_quic_stream_map_visit,004cf450,8,9,ok
ossl_quic_stream_map_alloc,004cf460,221,40,ok
ossl_quic_stream_map_release,004cf550,176,41,ok
ossl_quic_stream_map_get_by_id,004cf610,31,13,ok
ossl_quic_stream_map_set_rr_stepping,004cf630,13,10,ok
ossl_quic_stream_map_is_local_allowed_by_stream_limit,004cf640,41,15,ok
ossl_quic_stream_map_update_state,004cf670,867,163,ok
ossl_quic_stream_map_ensure_send_part_id,004cfa00,32,17,ok
ossl_quic_stream_map_notify_all_data_sent,004cfa20,51,18,ok
ossl_quic_stream_map_notify_totally_acked,004cfa60,128,27,ok
ossl_quic_stream_map_reset_stream_send_part,004cfaf0,226,43,ok
ossl_quic_stream_map_notify_reset_stream_acked,004cfbf0,33,12,ok
ossl_quic_stream_map_notify_size_known_recv_part,004cfc20,25,12,ok
ossl_quic_stream_map_notify_totally_received,004cfc40,48,12,ok
ossl_quic_stream_map_notify_totally_read,004cfc80,47,14,ok
ossl_quic_stream_map_notify_reset_recv_part,004cfcc0,187,31,ok
ossl_quic_stream_map_notify_app_read_reset_recv_part,004cfda0,25,12,ok
ossl_quic_stream_map_stop_sending_recv_part,004cfdc0,94,22,ok
ossl_quic_stream_map_schedule_stop_sending,004cfe30,73,16,ok
ossl_quic_stream_map_peek_accept_queue,004cfe90,37,16,ok
ossl_quic_stream_map_find_in_accept_queue,004cfec0,128,40,ok
ossl_quic_stream_map_push_accept_queue,004cff70,49,20,ok
ossl_quic_stream_map_remove_from_accept_queue,004cffb0,77,28,ok
ossl_quic_stream_map_get_accept_queue_len,004d0010,12,14,ok
ossl_quic_stream_map_get_total_accept_queue_len,004d0020,24,8,ok
ossl_quic_stream_map_gc,004d0040,211,43,ok
ossl_quic_stream_map_begin_shutdown_flush,004d0120,26,10,ok
ossl_quic_stream_map_is_shutdown_flush_finished,004d0140,11,8,ok
ossl_quic_stream_iter_init,004d0150,96,30,ok
ossl_quic_stream_iter_next,004d01c0,63,26,ok
quic_unprocessed_read_pending,004d0210,3,8,ok
quic_get_max_records,004d0220,6,8,ok
quic_get_alert_code,004d0230,4,8,ok
quic_set_plain_alerts,004d0240,1,8,ok
quic_set_max_pipelines,004d0250,1,8,ok
quic_set_options,004d0260,6,8,ok
quic_get_compression,004d0270,3,8,ok
quic_alloc_buffers,004d0280,6,8,ok
add_transport_params_cb,004d0290,38,15,ok
free_transport_params_cb,004d02c0,1,8,ok
parse_transport_params_cb,004d02d0,18,15,ok
quic_increment_sequence_ctr,004d02f0,130,19,ok
quic_get_max_record_overhead,004d0380,130,19,ok
quic_app_data_pending,004d0410,130,19,ok
quic_release_record,004d04a0,201,41,ok
quic_set1_bio,004d0580,54,15,ok
quic_read_record,004d05c0,365,48,ok
quic_write_records,004d0730,745,115,ok
quic_get_state,004d0a30,74,25,ok
quic_set_protocol_version,004d0a80,142,23,ok
quic_free_buffers,004d0b20,6,8,ok
quic_set_max_frag_len,004d0b30,1,8,ok
quic_set_first_handshake,004d0b40,1,8,ok
quic_processed_read_pending,004d0b50,3,8,ok
quic_free,004d0b60,51,13,ok
quic_new_record_layer,004d0ba0,753,119,ok
quic_retry_write_records,004d0eb0,595,87,ok
ossl_quic_tls_new,004d1120,277,90,ok
ossl_quic_tls_free,004d1240,43,13,ok
ossl_quic_tls_configure,004d1280,422,62,ok
ossl_quic_tls_tick,004d1440,884,129,ok
ossl_quic_tls_clear,004d17e0,13,11,ok
ossl_quic_tls_set_transport_params,004d17f0,31,15,ok
ossl_quic_tls_get_error,004d1810,54,18,ok
ossl_quic_tls_is_cert_request,004d1850,75,24,ok
ossl_quic_tls_has_bad_max_early_data,004d18b0,35,11,ok
ossl_quic_tls_set_early_data_enabled,004d18e0,180,43,ok
ossl_quic_trace,004d19b0,3645,464,ok
determine_len,004d2820,868,165,ok
on_sstream_updated,004d2ba0,42,15,ok
on_regen_notify,004d2be0,235,76,ok
tx_helper_begin,004d2d10,182,39,ok
get_sstream_by_id,004d2de0,53,17,ok
